医院,姓名,科室,评分,擅长,简介,医疗服务
北京天坛医院,徐有青,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。,routine health screening
北京天坛医院,徐慧,小儿呼吸科,4.9,小儿呼吸科常见病、多发病诊治,主任医师，小儿呼吸科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
北京天坛医院,李丽嫱,小儿神经内科,3.4,儿童癫痫、儿童脑瘫、儿童脑炎,主任医师，小儿神经内科专科，从事小儿神经系统疾病诊治多年。,routine health screening
北京天坛医院,宫剑,小儿神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
北京天坛医院,李春德,小儿神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
北京天坛医院,马振宇,小儿神经外科,3.6,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
北京天坛医院,田永吉,小儿神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。,routine health screening
北京天坛医院,金泽宁,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
北京天坛医院,徐东,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
北京天坛医院,闫朝武,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
北京天坛医院,张鲁锋,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
北京天坛医院,魏博,胸外科,3.8,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
北京天坛医院,杨增,胸外科,3.6,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
北京天坛医院,沈晨阳,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
北京天坛医院,刘元波,血液科,3.6,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
北京天坛医院,艾林,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,高培毅,医学影像科,3.7,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,李少武,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,马军,医学影像科,3.7,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,马宁,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,邱晓光,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,尚京伟,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,孙胜军,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,赵丽琴,医学影像科,3.6,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
北京天坛医院,李振水,营养科,2.9,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
北京天坛医院,李焕芹,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。,Chinese medicine treatment
北京天坛医院,李巍,整形科,3.4,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。,hair transplant; cosmetic or plastic surgery
北京天坛医院,范愈燕,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
北京天坛医院,李晓燕,肿瘤内科,3.9,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
北京天坛医院,石广志,重症监护室,3.5,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。,routine health screening
北京协和医院,陈杰,病理科,3.8,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
北京协和医院,梁智勇,病理科,3.7,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
北京协和医院,王文泽,病理科,3.7,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
北京协和医院,吴焕文,病理科,3.7,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
北京协和医院,高劲松,产科,3.8,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
北京协和医院,刘俊涛,产科,3.8,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
北京协和医院,戚庆炜,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
北京协和医院,宋英娜,产科,3.9,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
北京协和医院,姜玉新,超声科,3.7,腹部超声、心血管超声、妇产科超声,主任医师，超声科专科，在超声诊断方面有丰富经验。,radiology/ CT scans
北京协和医院,李正红,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
北京协和医院,邱正庆,儿科,3.8,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
北京协和医院,宋红梅,儿科,3.8,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
北京协和医院,王丹华,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
北京协和医院,魏珉,儿科,3.7,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。,routine health screening
北京协和医院,陈晓巍,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。,routine health screening
北京协和医院,高志强,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。,routine health screening
北京协和医院,蒋子栋,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。,routine health screening
北京协和医院,祝小莉,耳鼻喉,3.7,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。,routine health screening
北京协和医院,张福泉,放疗科,3.7,放疗科常见病、多发病诊治,主任医师，放疗科专科，从事临床工作多年，具有丰富的临床经验。,cancer treatment
北京协和医院,曹冬焱,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,陈飞,妇科,4.0,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,陈娟,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,成宁海,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,戴毅,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,樊庆泊,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,冯凤芝,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
北京协和医院,黄惠芳,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
